"Cislo faktury";"Dodavatel";"Kod partnera";"Cislo faktury dodavatele";"Typ dokladu";"Variabilni symbol";"Castka";"Mena";"Datum vystaveni";"Datum prijeti";"Datum splatnosti";"Datum uhrady";"Ucel platby";"Uhrada cizi mena";"Castka cizi mena";"Cizi mena ID";"Cislo radku";"Castka bez DPH - radek";"Castka - radek"
1107000082;"Centrální depozitář cenných papírů, a.s.";"00328-01";220116119;"F";220116119;194400;"CZK";2011-12-31;2011-12-31;2012-01-24;2012-01-24;"poskytování statistických údajů";194400;194400;"0023606f-e733-414a-82da-4cb7156e818b";1;194400.00;194400.00
1107000083;"Centrální depozitář cenných papírů, a.s.";"00328-01";200110568;"F";200110568;109608;"CZK";2011-12-31;2011-12-31;2012-01-04;2012-01-04;"poplatky - uhrazeno";109608;109608;"0023606f-e733-414a-82da-4cb7156e818b";1;109608.00;109608.00
1107000084;"Centrální depozitář cenných papírů, a.s.";"00328-01";220116125;"F";220116125;8069761;"CZK";2011-12-31;2012-01-03;2012-01-17;2012-01-17;"poplatky";8069761;8069761;"0023606f-e733-414a-82da-4cb7156e818b";1;8069761.00;8069761.00
1107000085;"Burza cenných papírů Praha, a.s.";"01774-01";200110733;"F";200110733;14000;"CZK";2011-12-31;2011-12-31;2012-01-04;2012-01-04;"užívání komunikačního systému burzy - uhrazeno";14000;14000;"0023606f-e733-414a-82da-4cb7156e818b";1;14000.00;14000.00
1107000086;"Moody´s Corporation";"06657-03";"1822218-000";"F";1822218000;516000;"EUR";2011-12-19;2012-01-03;2012-01-10;2012-01-10;"čtvrtletní poplatky";20000;20000;"82f598bf-e351-4e74-85a7-22c16952746c";1;516000.00;516000.00
1120000603;"United Bakeries a.s.";"01378-01";1129029221;"F";1129029221;1648,5;"CZK";2011-12-30;2011-12-30;2012-01-16;2012-01-06;"pečivo";1648,5;1648,5;"0023606f-e733-414a-82da-4cb7156e818b";1;1498.80;1648.68
1120000603;"United Bakeries a.s.";"01378-01";1129029221;"F";1129029221;1648,5;"CZK";2011-12-30;2011-12-30;2012-01-16;2012-01-06;"pečivo";1648,5;1648,5;"0023606f-e733-414a-82da-4cb7156e818b";2;-0.18;-0.18
1150000514;"PPP Centrum a.s.";"04231-01";9072011;"F";9072011;369000;"CZK";2011-12-21;2011-12-22;2012-01-12;2012-01-12;"poradenské služby";369000;369000;"0023606f-e733-414a-82da-4cb7156e818b";1;369000.00;369000.00
1150000518;"A.T. Kearney GmbH";"06603-01";212011;"F";212011;1199997;"CZK";2011-12-23;2012-01-02;2012-01-30;2012-01-30;"právní služby";1199997;1199997;"0023606f-e733-414a-82da-4cb7156e818b";1;1199997.00;1199997.00
1150000519;"CMS Cameron McKenna v.o.s.";"04164-01";22111439;"F";22111439;105000;"CZK";2011-12-15;2012-01-02;2012-01-13;2012-01-13;"právní služby 05509-2011-453-24.11.2011";105000;105000;"0023606f-e733-414a-82da-4cb7156e818b";1;105000.00;105000.00
1150000520;"Sprinter - studio, s.r.o.";"04245-01";2011336;"F";2011336;64932;"CZK";2011-12-28;2012-01-02;2012-01-09;2012-01-09;"kopírování složek";64932;64932;"0023606f-e733-414a-82da-4cb7156e818b";1;64932.00;64932.00
1150000525;"RIA REALITY a.s.";"04239-01";200110791;"F";200110791;27600;"CZK";2011-12-31;2012-01-04;2012-01-31;2012-01-18;"hotel Imperiál";27600;27600;"0023606f-e733-414a-82da-4cb7156e818b";1;27600.00;27600.00
1150000526;"RIA REALITY a.s.";"04239-01";200110792;"F";200110792;2160;"CZK";2011-12-31;2012-01-04;2012-01-18;2012-01-18;"Chrastavská 23 LiberecII";2160;2160;"0023606f-e733-414a-82da-4cb7156e818b";1;2160.00;2160.00
1150000527;"NESS Czech s.r.o.";"07147-01";11112316;"F";11112316;1512;"CZK";2011-12-06;2012-01-04;2012-01-11;2012-01-11;"VZ  elektronické";1512;1512;"0023606f-e733-414a-82da-4cb7156e818b";1;1512.00;1512.00
1150000528;"JUDr.Jaroslav Niklas";"04863-01";13;"F";13;39200;"CZK";2012-01-04;2012-01-05;2012-01-15;2012-01-16;"právní služby";39200;39200;"0023606f-e733-414a-82da-4cb7156e818b";1;39200.00;39200.00
1150000529;"Doležal Michal";"01195-01";2011120;"F";2011120;29478;"CZK";2011-12-30;2012-01-05;2012-01-09;2012-01-09;"právní služby";29478;29478;"0023606f-e733-414a-82da-4cb7156e818b";1;29478.00;29478.00
1150000530;"Radek Kocourek Mgr.";"04235-01";2011094;"F";2011094;31764;"CZK";2011-12-30;2012-01-05;2012-01-13;2012-01-13;"právní služby";31764;31764;"0023606f-e733-414a-82da-4cb7156e818b";1;31764.00;31764.00
1150000531;"Radek Kocourek Mgr.";"04235-01";2011093;"F";2011093;10800;"CZK";2011-12-30;2012-01-05;2012-01-13;2012-01-13;"právní služby";10800;10800;"0023606f-e733-414a-82da-4cb7156e818b";1;10800.00;10800.00
1150000532;"Sprinter - studio, s.r.o.";"04245-01";2011346;"F";2011346;37095;"CZK";2011-12-30;2012-01-05;2012-01-13;2012-01-13;"kopírování složek";37095;37095;"0023606f-e733-414a-82da-4cb7156e818b";1;37095.00;37095.00
1150000533;"KESO Praha spol. s r.o.";"04205-01";41100496;"F";41100496;17040;"CZK";2011-12-27;2012-01-05;2012-01-11;2012-01-11;"Hlubočepy ";17040;17040;"0023606f-e733-414a-82da-4cb7156e818b";1;17040.00;17040.00
1150000534;"KESO Praha spol. s r.o.";"04205-01";41100495;"F";41100495;4680;"CZK";2011-12-27;2012-01-05;2012-01-11;2012-01-11;"Hlubočepy";4680;4680;"0023606f-e733-414a-82da-4cb7156e818b";1;4680.00;4680.00
1150000535;"TST Praha s.r.o.";"04256-01";12012;"F";12012;44400;"CZK";2012-01-03;2012-01-06;2012-01-17;2012-01-17;"zprácování posudku kaple Panny Marie Bolestné";44400;44400;"0023606f-e733-414a-82da-4cb7156e818b";1;44400.00;44400.00
1150000536;"Římovský Karel";"07054-01";201103;"F";201103;2500;"CZK";2012-01-02;2012-01-06;2012-01-16;2012-01-16;"správa chaty Sedlice";2500;2500;"0023606f-e733-414a-82da-4cb7156e818b";1;2500.00;2500.00
1150000537;"Antonín Dočekal";"04154-01";19;"F";19;4200;"CZK";2012-01-03;2012-01-09;2012-01-30;2012-01-30;"kontrola budovy";4200;4200;"0023606f-e733-414a-82da-4cb7156e818b";1;4200.00;4200.00
1150000538;"Antonín Dočekal";"04154-01";9033;"F";9033;18000;"CZK";2012-01-03;2012-01-09;2012-01-30;2012-01-30;"kontrola objektu";18000;18000;"0023606f-e733-414a-82da-4cb7156e818b";1;18000.00;18000.00
1150000539;"Antonín Dočekal";"04154-01";27;"F";27;4200;"CZK";2012-01-03;2012-01-09;2012-01-30;2012-01-30;"kontrola pozemků";4200;4200;"0023606f-e733-414a-82da-4cb7156e818b";1;4200.00;4200.00
1150000541;"NESS Czech s.r.o.";"07147-01";11123355;"F";11123355;660;"CZK";2012-01-04;2012-01-10;2012-01-18;2012-01-18;"zakázka";660;660;"0023606f-e733-414a-82da-4cb7156e818b";1;660.00;660.00
1150000542;"NESS Czech s.r.o.";"07147-01";11123019;"F";11123019;1572;"CZK";2012-01-04;2012-01-10;2012-01-18;2012-01-18;"zakázka";1572;1572;"0023606f-e733-414a-82da-4cb7156e818b";1;1572.00;1572.00
1150000544;"JUDr. Světlana Semrádová Zvolánková";"04203-01";1111;"F";1111;39676;"CZK";2011-12-27;2012-01-10;2012-01-16;2012-01-16;"právní služby ";39676;39676;"0023606f-e733-414a-82da-4cb7156e818b";1;39676.00;39676.00
1150000545;"JUDr. Světlana Semrádová Zvolánková";"04203-01";1112;"F";1112;13264;"CZK";2011-12-27;2012-01-10;2012-01-16;2012-01-16;"právní služby 00812-2003-212-S-11.6.2003";13264;13264;"0023606f-e733-414a-82da-4cb7156e818b";1;13264.00;13264.00
1150000546;"Sprinter - studio, s.r.o.";"04245-01";2012005;"F";2012005;66771;"CZK";2012-01-06;2012-01-11;2012-01-18;2012-01-18;"právní služby";66771;66771;"0023606f-e733-414a-82da-4cb7156e818b";1;66771.00;66771.00
1150000547;"Oulík Tomáš  JUDr.";"00471-01";2011768;"F";2011768;12816;"CZK";2012-01-09;2012-01-12;2012-01-23;2012-01-23;"notářské služby";12816;12816;"0023606f-e733-414a-82da-4cb7156e818b";1;12816.00;12816.00
1150000548;"MT Legal s.r.o., advokátní kancelář";"03449-01";211663;"F";211663;42000;"CZK";2012-01-10;2012-01-12;2012-01-25;2012-01-25;"právní služby";42000;42000;"0023606f-e733-414a-82da-4cb7156e818b";1;42000.00;42000.00
1150000549;"KESO Praha spol. s r.o.";"04205-01";11101170;"F";11101170;2400;"CZK";2011-12-31;2012-01-12;2012-01-23;2012-01-23;"správa Nehvizdy";2400;2400;"0023606f-e733-414a-82da-4cb7156e818b";1;2400.00;2400.00
1150000550;"KESO Praha spol. s r.o.";"04205-01";11101169;"F";11101169;16200;"CZK";2011-12-31;2012-01-12;2012-01-23;2012-01-23;"správa Hlubočepy";16200;16200;"0023606f-e733-414a-82da-4cb7156e818b";1;16200.00;16200.00
1150000551;"Česká spořitelna a.s.";"00755-01";4400000135;"F";4400000135;62421;"CZK";2012-01-12;2012-01-17;2012-01-27;2012-01-27;"poplatky za vedení majetkového účtu v CDCP";62421;62421;"0023606f-e733-414a-82da-4cb7156e818b";1;62421.00;62421.00
1150000552;"Advokátní kancelář Jansta, Kostka spol. s r.o.";"03650-01";201101394;"F";201101394;148764;"CZK";2012-01-10;2012-01-17;2012-01-24;2012-01-24;;148764;148764;"0023606f-e733-414a-82da-4cb7156e818b";1;148764.00;148764.00
1150000553;"JUDr. Světlana Semrádová Zvolánková";"04203-01";1113;"F";1113;13186;"CZK";2012-01-11;2012-01-30;2012-02-10;2012-02-10;"právní služby";13186;13186;"0023606f-e733-414a-82da-4cb7156e818b";1;13186.00;13186.00
1150000554;"JUDr. Světlana Semrádová Zvolánková";"04203-01";1114;"F";1114;6660;"CZK";2012-01-11;2012-01-30;2012-02-10;2012-02-10;"právní služby";6660;6660;"0023606f-e733-414a-82da-4cb7156e818b";1;6660.00;6660.00
1150000555;"JUDr. Světlana Semrádová Zvolánková";"04203-01";1115;"F";1115;50311;"CZK";2012-01-05;2012-01-30;2012-02-10;2012-02-10;"právní služby";50311;50311;"0023606f-e733-414a-82da-4cb7156e818b";1;50311.00;50311.00
1150000556;"JUDr. Světlana Semrádová Zvolánková";"04203-01";1116;"F";1116;62563;"CZK";2012-01-11;2012-01-30;2012-02-10;2012-02-10;"právní služby";62563;62563;"0023606f-e733-414a-82da-4cb7156e818b";1;62563.00;62563.00
1199900001;"Océ- Česká republika s.r.o.";"00686-01";12101329;"F";12101329;4996,55;"CZK";2011-12-15;2011-12-29;2012-01-10;2012-01-06;"oprava stroje";4996,55;4996,55;"0023606f-e733-414a-82da-4cb7156e818b";1;4996.55;4996.55
1199900002;"Moudrý překlad, s.r.o.";"00636-01";120102635;"F";120102635;5156,4;"CZK";2011-12-20;2011-12-29;2012-01-03;2012-01-10;"překlad č. 84 Aj - Čj";5156,4;5156,4;"0023606f-e733-414a-82da-4cb7156e818b";1;5156.40;5156.40
1199900003;"Moudrý překlad, s.r.o.";"00636-01";120102651;"F";120102651;21546;"CZK";2011-12-21;2011-12-29;2012-01-04;2012-01-10;"soudní překlad  č. 75 Aj - Čj";21546;21546;"0023606f-e733-414a-82da-4cb7156e818b";1;21546.00;21546.00
1199900004;"WEIL, GOTSHAL & MANGES s.r.o., advokátní kancelář";"04268-01";111579;"F";111579;354663,82;"CZK";2011-12-14;2012-01-02;2012-01-16;2012-02-01;"právní služby";354663,82;354663,82;"0023606f-e733-414a-82da-4cb7156e818b";1;354663.82;354663.82
1199900005;"Océ- Česká republika s.r.o.";"00686-01";12101359;"F";12101359;1956;"CZK";2011-12-20;2011-12-29;2012-01-12;2012-01-06;"oprava stroje";1956;1956;"0023606f-e733-414a-82da-4cb7156e818b";1;1956.00;1956.00
1199900006;"Unify s.r.o.";"00006-01";1141455039;"F";1141455039;149997,6;"CZK";2011-12-31;2012-01-02;2012-01-30;2012-01-20;"údržba komunikačních systémů Hicom a HiPath - za 4. čtvrtletí 2011 - k 332/007/2007";149997,6;149997,6;"0023606f-e733-414a-82da-4cb7156e818b";1;149997.60;149997.60
1199900007;"Naviga 4, s.r.o.";"01857-01";11020045;"F";11020045;6604,8;"CZK";2011-12-14;2012-01-02;2011-12-28;2012-01-10;"Grafické a redakční zpracování a tisk novoročenek 2012 k FM EHP/Norska 2009-2014";6604,8;6604,8;"0023606f-e733-414a-82da-4cb7156e818b";1;6604.80;6604.80
1199900008;"ACROSS Translation Services - Mgr. Roman Boháček";"00945-01";"160/2011";"F";1602011;9600;"CZK";2011-12-14;2012-01-02;2011-12-28;2012-01-10;"Tlumočení na schůzce mezi partnery donorských států, MF a zástupci Ministerstva spravedlnosti konané dne 13.12.2011; FM EHP/Norska 2009-2014.";9600;9600;"0023606f-e733-414a-82da-4cb7156e818b";1;9600.00;9600.00
1199900009;"Wall street systems Sweden AB";"02283-01";"INV5007132";"F";5007132;1608359,38;"CZK";2011-12-23;2012-01-02;2012-01-22;2012-01-25;"Aktualizace a podpora IS Řízení státního dluhu, ke sml. 332/055/2009";1608359,38;1608359,38;"0023606f-e733-414a-82da-4cb7156e818b";1;1608359.38;1608359.38
1199900010;"Wall street systems Sweden AB";"02283-01";"INV5007133";"F";5007133;142127,55;"CZK";2011-12-23;2012-01-02;2012-01-22;2012-01-25;"Rozšířená podpora programového vybavení Wallstreet Suite verze 6.5, ke sml. 332/056/2009 ve znění dodatku č.1 332/016/2011";142127,55;142127,55;"0023606f-e733-414a-82da-4cb7156e818b";1;142127.55;142127.55
1199900011;"JABLOTRON SECURITY a.s.";"07190-01";218115954;"F";218115954;2376;"CZK";2011-12-31;2012-01-02;2012-01-14;2012-01-12;"služby pultu centralizované ochrany za 12/2011";2376;2376;"0023606f-e733-414a-82da-4cb7156e818b";1;2376.00;2376.00
1199900012;"IBM Česká republika, spol. s r.o.";"00223-01";146294;"F";146294;3712512;"CZK";2011-12-30;2012-01-02;2012-01-23;2012-02-02;"IISSP IT podpora za prosinec 2011 dle smlouvy 332/215/2008 ve smyslu D10, Příloha č. 3";3712512;3712512;"0023606f-e733-414a-82da-4cb7156e818b";1;3712512.00;3712512.00
1199900013;"Lukáš Duba";"06478-01";111172;"F";111172;1053;"CZK";2011-12-30;2012-01-03;2012-01-13;2012-01-10;"mytí aut za 12/2011";1053;1053;"0023606f-e733-414a-82da-4cb7156e818b";1;1053.00;1053.00
1199900014;"TELECOM  ALARM , spol. s r.o.";"02321-01";1100478;"F";1100478;5880;"CZK";2012-01-02;2012-01-03;2012-01-16;2012-01-12;"nepřetržitá hotovostní služba za 12/2011 - Janovského";5880;5880;"0023606f-e733-414a-82da-4cb7156e818b";1;5880.00;5880.00
1199900015;"AVE CZ odpadové hospodářství s.r.o.";"07239-01";9403313155;"F";9403313155;9422;"CZK";2011-11-30;2012-01-03;2012-01-13;2012-01-11;"odvoz odpadu za 12/2011 - Voctářova";9422;9422;"0023606f-e733-414a-82da-4cb7156e818b";1;1570.27;1884.40
1199900015;"AVE CZ odpadové hospodářství s.r.o.";"07239-01";9403313155;"F";9403313155;9422;"CZK";2011-11-30;2012-01-03;2012-01-13;2012-01-11;"odvoz odpadu za 12/2011 - Voctářova";9422;9422;"0023606f-e733-414a-82da-4cb7156e818b";2;7537.60;7537.60
1199900016;"NESS Czech s.r.o.";"07147-01";11112316;"F";11112316;5532;"CZK";2011-12-06;2012-01-03;2011-12-20;2012-01-06;"uveřejnění zákonem stanovených údajů a informací v ISVZ US";5532;5532;"0023606f-e733-414a-82da-4cb7156e818b";1;5532.00;5532.00
1199900017;"T-Systems Czech Republic a.s.";"01031-01";9145069549;"F";9145069549;1194120;"CZK";2011-12-31;2012-01-03;2012-01-21;2012-01-31;"vyúčtování telekomunikačních služeb za 12/2011 - poskytn. opt. vláken - sml. prov. 61D/2011 k č. 332/044/2011";1194120;1194120;"0023606f-e733-414a-82da-4cb7156e818b";1;1194120.00;1194120.00
1199900018;"NESS Czech s.r.o.";"07147-01";11112316;"F";11112316;252;"CZK";2011-12-06;2012-01-04;2011-12-20;2012-01-16;"CADR - zveřejnění inzerátu";252;252;"0023606f-e733-414a-82da-4cb7156e818b";1;252.00;252.00
1199900019;"Petr Šimánek, PC-Servis";"06285-01";2011200;"F";2011200;4800;"CZK";2011-12-30;2012-01-04;2012-01-13;2012-02-03;"údržba a aktualizace IS ZFDZ za 12/2011 - k 332/001/2011";4800;4800;"0023606f-e733-414a-82da-4cb7156e818b";1;4800.00;4800.00
1199900020;"Pontech s.r.o.";"05942-01";2011458;"F";2011458;25191;"CZK";2012-01-03;2012-01-04;2012-01-24;2012-01-20;"služby technická podpory a údržby - 4. čtvrtletí 2011 - dle sml. 332/075/2011";25191;25191;"0023606f-e733-414a-82da-4cb7156e818b";1;25191.00;25191.00
1199900021;"Pontech s.r.o.";"05942-01";2011457;"F";2011457;24960;"CZK";2012-01-03;2012-01-04;2012-01-24;2012-01-20;"technický servis magnetopáskové knihovny Storage Tek - prosinec 2011 - k 332/025/2011";24960;24960;"0023606f-e733-414a-82da-4cb7156e818b";1;24960.00;24960.00
1199900023;"Pražské vodovody a kanali";"00427-01";1142241087;"F";1142241087;21349;"CZK";2011-12-31;2012-01-04;2012-01-17;2012-01-20;"srážková voda 1-12/2011 Hybernská 997/2";21349;21349;"0023606f-e733-414a-82da-4cb7156e818b";1;21349.00;21349.00
1199900024;"Pražské vodovody a kanali";"00427-01";1142238966;"F";1142238966;11116;"CZK";2011-12-31;2012-01-04;2012-01-17;2012-01-20;"srážková voda 4.Q Janovského";11116;11116;"0023606f-e733-414a-82da-4cb7156e818b";1;11116.00;11116.00
1199900025;"Pražské vodovody a kanali";"00427-01";1142238659;"F";1142238659;8703;"CZK";2011-12-31;2012-01-04;2012-01-17;2012-01-18;"vodné, stočné - srážky, Letenská 15";8703;8703;"0023606f-e733-414a-82da-4cb7156e818b";1;8703.00;8703.00
1199900026;"Pražské vodovody a kanali";"00427-01";1142243747;"F";1142243747;1326;"CZK";2011-12-31;2012-01-04;2012-01-17;2012-01-18;"vodné, stočné - srážky - Letenská 9";1326;1326;"0023606f-e733-414a-82da-4cb7156e818b";1;1326.00;1326.00
1199900027;"Rilancio s.r.o.";"06075-01";110100126;"F";110100126;51594;"CZK";2011-12-30;2012-01-04;2012-01-20;2012-01-16;"zajištění provozu a údržby objektu Voctářova 9 za 12/2011";51594;51594;"0023606f-e733-414a-82da-4cb7156e818b";1;51594.00;51594.00
1199900028;"Rilancio s.r.o.";"06075-01";110100127;"F";110100127;10485;"CZK";2011-12-30;2012-01-04;2012-01-20;2012-01-16;"Seminář";10485;10485;"0023606f-e733-414a-82da-4cb7156e818b";1;10485.00;10485.00
1199900030;"Autodoprava J.Šabek";"00278-01";"42/2011";"F";422011;16500;"CZK";2011-12-30;2012-01-05;2012-02-03;2012-01-18;"naložení a odvoz odpadu za 12/2011";16500;16500;"0023606f-e733-414a-82da-4cb7156e818b";1;16500.00;16500.00
1199900031;"TOP security s.r.o.";"00569-01";"115FV00362";"F";11500362;25668;"CZK";2011-12-31;2012-01-05;2012-01-21;2012-01-13;"ostraha objektu Hybernská za 12/2011";25668;25668;"0023606f-e733-414a-82da-4cb7156e818b";1;25668.00;25668.00
1199900032;"TOP security s.r.o.";"00569-01";"115FV00361";"F";11500361;78840;"CZK";2011-12-31;2012-01-05;2012-01-21;2012-01-12;"ostraha objektu Legerova za 12/2011";78840;78840;"0023606f-e733-414a-82da-4cb7156e818b";1;78840.00;78840.00
1199900033;"TOP security s.r.o.";"00569-01";"115FV00360";"F";11500360;168146;"CZK";2011-12-31;2012-01-05;2012-01-21;2012-01-12;"ostraha objektu Voctářova za 12/2011";168146;168146;"0023606f-e733-414a-82da-4cb7156e818b";1;168146.00;168146.00
1199900034;"Pražské vodovody a kanali";"00427-01";1142239278;"F";1142239278;5210,79;"CZK";2011-12-31;2012-01-05;2012-01-17;2012-01-11;"srážková voda 10/2011 - 12/2011 - Voctářova";5210,79;5210,79;"0023606f-e733-414a-82da-4cb7156e818b";1;4737.08;5210.79
1199900035;"Moraviapress a.s.";"00114-01";50496243;"F";50496243;23452;"CZK";2011-12-30;2012-01-05;2012-01-20;2012-01-11;"Sbírky zákonů za r. 2011";23452;23452;"0023606f-e733-414a-82da-4cb7156e818b";1;23452.00;23452.00
1199900036;"KAST, spol. s r.o.";"00776-01";421102575;"F";421102575;4404;"CZK";2012-01-03;2012-01-05;2012-01-24;2012-01-11;"Servis kopírovacích strojů - Legerova 69  (AR M 316)";4404;4404;"0023606f-e733-414a-82da-4cb7156e818b";1;4404.00;4404.00
1199900037;"ComArr, spol. s.r.o.";"00230-01";1011000924;"F";1011000924;55366,4;"CZK";2011-12-30;2012-01-05;2012-01-20;2012-02-14;"vybudování metalických propojek objednávka 11/170";55366,4;55366,4;"0023606f-e733-414a-82da-4cb7156e818b";1;55366.40;55366.40
1199900038;"PRONIX, s.r.o.";"00873-01";"FO94524";"F";94524;68698;"CZK";2012-01-01;2012-01-05;2012-01-22;2012-01-26;"profylaktické prohlídky za 4. čtvrtletí 2011";68698;68698;"0023606f-e733-414a-82da-4cb7156e818b";1;68698.00;68698.00
1199900039;"BBH, advokátní kancelář, v.o.s.";"03135-01";"2011-910";"F";2011910;2347,27;"CZK";2011-12-15;2012-01-05;2012-01-06;2012-02-13;"právní služby - pro  IISSP - ve smyslu sml. 332/112/2011";2347,27;2347,27;"0023606f-e733-414a-82da-4cb7156e818b";1;2347.27;2347.27
1199900040;"Státní tiskárna cenin";"00040-01";2200017;"F";2200017;1968882;"CZK";2012-01-04;2012-01-05;2012-01-25;2012-01-26;"služby mandatářů  za 12/2011 dle mandátní smlouvy - k 403/181/2003";1968882;1968882;"0023606f-e733-414a-82da-4cb7156e818b";1;1968882.00;1968882.00
1199900041;"Moudrý překlad, s.r.o.";"00636-01";120102716;"F";120102716;13567,5;"CZK";2012-01-03;2012-01-05;2012-01-17;2012-01-13;"překlad č. 85 Čj - Aj";13567,5;13567,5;"0023606f-e733-414a-82da-4cb7156e818b";1;13567.50;13567.50
1199900042;"TOMAN,DEVÁTÝ & PARTNEŘI advokátní kancelář, s.r.o.";"04254-01";"1-901/2011";"F";10090111;7200;"CZK";2012-01-03;2012-01-06;2012-01-17;2012-01-12;"RP 5166 14 právní služby ve věci UNION Banka, období 12/2011, poskytnuté společností  AK Toman&Devátý";7200;7200;"0023606f-e733-414a-82da-4cb7156e818b";1;7200.00;7200.00
1199900043;"TOMAN,DEVÁTÝ & PARTNEŘI advokátní kancelář, s.r.o.";"04254-01";"1-902/2011";"F";10090211;32400;"CZK";2012-01-04;2012-01-06;2012-01-18;2012-01-12;"RP 5166 14  právní služby ve věci VACAM AGRO, období 12/2011, poskytnuté společností  AK Toman&Devátý";32400;32400;"0023606f-e733-414a-82da-4cb7156e818b";1;32400.00;32400.00
1199900044;"Jiří Kubánek, EL-HOME";"01042-01";20123101;"F";20123101;12600;"CZK";2012-01-03;2012-01-06;2012-01-24;2012-01-20;"zimní údržba chodníků a úklid sněhu 12/2011 Janovského";12600;12600;"0023606f-e733-414a-82da-4cb7156e818b";1;12600.00;12600.00
1199900045;"Jiří Kubánek, EL-HOME";"01042-01";20123102;"F";20123102;12000;"CZK";2012-01-03;2012-01-06;2012-01-24;2012-01-20;"technická správa a úklidové práce 12/2011 Hybernská 997/2";12000;12000;"0023606f-e733-414a-82da-4cb7156e818b";1;12000.00;12000.00
1199900046;"Hana Skálová - ECO - PURUS, úklidové práce";"00872-01";"819/2011";"F";8192011;222436,39;"CZK";2012-01-02;2012-01-06;2012-01-20;2012-01-20;"úklidové služby 12/2011 Janovského";222436,39;222436,39;"0023606f-e733-414a-82da-4cb7156e818b";1;222436.39;222436.39
1199900047;"O2 Czech Republic a.s.";"00005-01";1199067984;"F";1199067984;4124,77;"CZK";2012-01-01;2012-01-06;2012-01-18;2012-01-25;"hovorné za 12/2011";4124,77;4124,77;"0023606f-e733-414a-82da-4cb7156e818b";1;4124.77;4124.77
1199900048;"Pražské vodovody a kanali";"00427-01";1142243827;"F";1142243827;6370;"CZK";2011-12-31;2012-01-06;2012-01-17;2012-01-11;"Vyúčtování vodného, stočného - srážkové vody za rok 2011 - Legerova";6370;6370;"0023606f-e733-414a-82da-4cb7156e818b";1;6370.00;6370.00
1199900049;"Wolters Kluwer ČR, a.s.";"01118-01";9911260126;"F";9911260126;671;"CZK";2011-12-30;2012-01-06;2012-01-13;2012-02-03;"přefakturace kurýrních nákladů za 12/2011 - ASPI služby  - k 332/026/2007";671;671;"0023606f-e733-414a-82da-4cb7156e818b";1;671.00;671.00
1199900050;"OK TRADE full service s.r.o.";"03451-01";20111217;"F";20111217;61068;"CZK";2012-01-03;2012-01-06;2012-01-24;2012-01-20;"servisní práce - tiskárny -  za 12/2011 - k 332/129/2006";61068;61068;"0023606f-e733-414a-82da-4cb7156e818b";1;61068.00;61068.00
1199900051;"Creditinfo Solutions, s.r.o.";"01371-01";110500393;"F";110500393;6000;"CZK";2011-12-31;2012-01-06;2012-01-21;2012-02-03;"provoz produktu SSV za 12/2011 - k 403/088/2004";6000;6000;"0023606f-e733-414a-82da-4cb7156e818b";1;6000.00;6000.00
1199900052;"IBM Česká republika, spol. s r.o.";"00223-01";146578;"F";146578;4408608;"CZK";2011-12-31;2012-01-06;2012-01-27;2012-02-02;"IISSP - 232/215/2008 ve smyslu D10 Příloha č. 3, objednání služeb na zákl. čl.4";4408608;4408608;"0023606f-e733-414a-82da-4cb7156e818b";1;4408608.00;4408608.00
1199900053;"KVĚTINOVÉ STUDIO BUBENÍČKOVÁ s.r.o.";"06642-01";2011100297;"F";2011100297;9000;"CZK";2012-01-03;2012-01-06;2012-01-13;2012-01-11;"Květinová výzdoba pro MF";9000;9000;"0023606f-e733-414a-82da-4cb7156e818b";1;9000.00;9000.00
1199900054;"NEWTON Media, a.s.";"02250-01";61111429;"F";61111429;29646;"CZK";2012-01-04;2012-01-09;2012-01-25;2012-02-07;"dodání dat z elektronického archivu médií za 12/2011 - k 403/104/2000";29646;29646;"0023606f-e733-414a-82da-4cb7156e818b";1;29646.00;29646.00
1199900055;"NEWTON Media, a.s.";"02250-01";61111428;"F";61111428;142440;"CZK";2012-01-04;2012-01-09;2012-01-25;2012-02-07;"dodání dat z elektronického archivu médií za 12/2011 - k 332/107/2007";142440;142440;"0023606f-e733-414a-82da-4cb7156e818b";1;142440.00;142440.00
1199900056;"Vodafone Czech Republic a.s.";"00468-01";239815754;"F";239815754;8259;"CZK";2012-01-04;2012-01-09;2012-01-22;2012-01-25;"hovorné za 12/2011";8259;8259;"0023606f-e733-414a-82da-4cb7156e818b";1;8259.00;8259.00
1199900057;"T-Mobile Czech Republic a.s.";"01169-01";16560112;"F";9950299539;193064;"CZK";2012-01-01;2012-01-09;2012-01-19;2012-01-25;"hovorné za 12/2011";193064;193064;"0023606f-e733-414a-82da-4cb7156e818b";1;193064.00;193064.00
1199900058;"O2 Czech Republic a.s.";"00005-01";1199067982;"F";1199067982;8098,56;"CZK";2012-01-01;2012-01-09;2012-01-30;2012-01-25;"hovorné za 12/2011";8098,56;8098,56;"0023606f-e733-414a-82da-4cb7156e818b";1;8098.56;8098.56
1199900059;"O2 Czech Republic a.s.";"00005-01";1199067980;"F";1199067980;160685,82;"CZK";2012-01-01;2012-01-09;2012-01-30;2012-01-25;"hovorné za 12/2011";160685,82;160685,82;"0023606f-e733-414a-82da-4cb7156e818b";1;160685.82;160685.82
